DLiP-ID,Canonical SMILES(RDKit),MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
T0081Z,C/C=C/C[C@@H](C)C(O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@](C)(C(C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1218.634,7.619,13,6,299.03,15,1,Cyclophilins,Active
T00820,COc1ccccc1-c1cncnc1N[C@@H](Cc1ccc(OC(=O)N(C)C)cc1)C(=O)O,436.468,0.712000000000001,7,2,113.88,8,3,Integrins,Active
T00821,COc1ccccc1-c1cncnc1N[C@@H](Cc1ccc(OC(=O)N(C)C)cc1)C(=O)O,436.468,0.712000000000001,7,2,113.88,8,3,Integrins,Active
T00822,Cn1c(=O)n(C)c2cc(N3CCCCC3)c(N)cc21,260.341,1.12,5,1,56.19,1,3,S100B/p53,Active
T00823,CCCCc1c(-c2ccccc2OC)ncn1Cc1cccc(-c2ccccc2)c1,396.534,7.722,3,0,27.05,8,4,"BCL-like/BAX,BAK",Inactive
T00824,CCCCc1c(-c2ccccc2OC)ncn1Cc1cccc(-c2ccccc2)c1,396.534,7.722,3,0,27.05,8,4,"BCL-like/BAX,BAK",Inactive
T00825,CC1=C(C(=O)NCc2ccc(N)cc2)C(C(C)C)N(C(=O)CC(=O)O)O1,361.398,1.11,5,3,121.96,6,2,Integrins,Active
T00826,CC1=C(C(=O)NCc2ccc(N)cc2)C(C(C)C)N(C(=O)CC(=O)O)O1,361.398,1.11,5,3,121.96,6,2,Integrins,Active
T00827,CC1=C(C(=O)NCc2ccc(N)cc2)C(C(C)C)N(C(=O)CC(=O)O)O1,361.398,1.11,5,3,121.96,6,2,Integrins,Active
T00828,CN1C(=O)[C@H](Cc2ccc(F)cc2)O[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1,533.235,6.478,2,0,29.54,4,4,P53/HDM2,Active
C005DR,Cc1ccc2oc(=O)n(Cc3cccc(N)c3)c2c1,254.289,2.463,4,1,61.16,2,3,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain),Inactive
C101AB,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NCc2ccccc2)nc1)C(F)(F)F,529.544,4.18,8,3,131.09,7,4,Glucokinase/Glucokinase regulatory protein,Active
T0082D,NCCCCCCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,519.515,5.407,6,2,85.83,10,3,Integrins,Inactive
T0082E,NCCCCCCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,519.515,5.407,6,2,85.83,10,3,Integrins,Inactive
T0082F,CC(=O)O[C@H](C)CNC(=O)C[C@H]1O[C@@H](CNCCNC(=O)OCc2ccccc2)[C@H]2OC(C)(C)O[C@@H]12,507.584,1.198,9,3,133.45,12,3,Neuropilin-1/VEGF-A,Active
T0082G,CC(C)(NC(=O)c1cc2cc(C(=N)N)ccc2[nH]1)C(=O)NC(CC(=O)O)c1ccccc1,435.484,2.364,4,6,161.16,8,3,Integrins,Inactive
T0082H,CC(C)(NC(=O)c1cc2cc(C(=N)N)ccc2[nH]1)C(=O)NC(CC(=O)O)c1ccccc1,435.484,2.364,4,6,161.16,8,3,Integrins,Inactive
T0082I,CCOc1ccccc1C1=NN(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)C1C(=O)N1CCOCC1,524.448,5.865,5,0,54.37,6,5,p53/MDMX,Inactive
T0082J,Cc1ccc(NS(=O)(=O)N2CCCCC2)cc1,254.355,2.13,2,1,49.41,3,2,FKBP1A/FK506,Inactive
T0082K,O=C(NCc1ccccc1)Nc1ccc(C(=O)NCCC[C@H](NC(=O)OCc2ccccc2)C(=O)O)o1,508.531,2.805,6,5,159.0,12,3,Integrins,Active
T0082L,CCNC(=O)[C@@H]1OCO[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O,511.358,2.952,6,3,123.19,10,3,Integrins,Active
T0082M,CC(C)Cc1cc(C(=O)N2CCC[C@@H](OCc3ccccc3)C2)nnc1-c1nc(C(C)C)co1,462.594,4.374,6,0,81.35,8,4,"BCL-like/BAX,BAK",Active
T0082N,CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2cccc(O)c2)[C@@H](CC(C)C)C1=O,501.627,4.46,4,2,89.95,8,4,Integrins,Active
T0082O,N=C(N)c1ccc(N2CC3(CCN(C(=O)CCCCC(=O)O)CC3)CC2=O)cc1,400.479,1.086,4,3,127.79,7,3,Integrins,Active
T0082P,N=C(N)c1ccc(N2CC3(CCN(C(=O)CCCCC(=O)O)CC3)CC2=O)cc1,400.479,1.086,4,3,127.79,7,3,Integrins,Active
T0082Q,N=C(N)NCCC[C@@H]1NC(=O)CNC(=O)C[C@@H](C(=O)O)NC(=O)[C@@H](c2ccccc2)NC(=O)CNC1=O,518.531,-2.946,7,9,244.7,6,2,Integrins,Active
T00835,O=c1cc(NC2CC=C(Cl)C=C2F)[nH]c(=O)[nH]1,257.652,1.481,3,3,77.75,2,2,SOD1 dimer,Inactive
T0082R,N=C(N)NCCC[C@@H]1NC(=O)CNC(=O)C[C@@H](C(=O)O)NC(=O)[C@@H](c2ccccc2)NC(=O)CNC1=O,518.531,-2.946,7,9,244.7,6,2,Integrins,Active
T0082S,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1ccccc1C(F)(F)F,627.399,5.02,6,3,123.19,10,4,Integrins,Active
T0082T,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1C(=O)NC(c1ccccc1)c1ccccc1,478.637,3.652,4,3,90.54,10,3,XIAP/SMAC,Active
T0082U,O=C(O)/C=C/c1ccc(NC(=O)c2cccc(NC3=NCCCN3)c2)cc1,364.405,2.654,5,4,102.82,5,3,Integrins,Active
T0082V,O=C(O)/C=C/c1ccc(NC(=O)c2cccc(NC3=NCCCN3)c2)cc1,364.405,2.654,5,4,102.82,5,3,Integrins,Active
T0082W,O=C(O)/C=C/c1ccc(NC(=O)c2cccc(NC3=NCCCN3)c2)cc1,364.405,2.654,5,4,102.82,5,3,Integrins,Active
T0082X,O=C(O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,393.826,4.298,3,2,77.84,4,4,P53/HDM2,Inactive
T0084N,c1ccc(-c2ccccc2)cc1,154.212,3.962,0,0,0.0,1,2,Transthyretin tetramer,Inactive
T0082Y,CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccc(Cl)cc3Cl)c(/C=C/C(=O)N3CCOCC3)c2)CC1,574.53,4.131,5,0,70.16,6,4,Integrins,Inactive
P0007C,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(F)cc4Cl)ccc1c23,404.85,4.278,3,1,66.48,4,4,Bromodomain/Histone,Active
T0082Z,CN1CCNc2nc(CCOc3cc(CC(CC(=O)O)c4ccc5c(c4)OCO5)on3)ccc21,466.494,3.015,9,2,119.18,9,5,Integrins,Active
T00830,CN1CCNc2nc(CCOc3cc(CC(CC(=O)O)c4ccc5c(c4)OCO5)on3)ccc21,466.494,3.015,9,2,119.18,9,5,Integrins,Active
T00831,CN1CCNc2nc(CCOc3cc(CC(CC(=O)O)c4ccc5c(c4)OCO5)on3)ccc21,466.494,3.015,9,2,119.18,9,5,Integrins,Active
T00832,NC(=O)Nc1ccc(NC(=O)Nc2ncccc2OCc2ccccc2)cc1,377.404,1.959,4,4,118.37,6,3,Cyclophilins,Inactive
T00833,Cn1cc(NC(=O)NCc2ccccc2)cc1C(=O)NCC(=O)NC(CC(=O)O)c1cccnc1,478.509,0.742999999999999,6,5,154.45,10,3,Integrins,Active
T00834,O=C(O)CC(Sc1ccc(NC(=O)Cc2ccccc2)cc1)c1cccnc1,392.48,3.15,4,2,79.29,8,3,Integrins,Inactive
T00836,COc1cc(N=Nc2cc(C)c(O)c(C)c2)ccc1S(=O)(=O)Nc1ccccn1,412.471,4.27,7,2,113.24,6,3,Bromodomain/Histone,Active
T00837,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)COS(=O)(=O)c1ccc(Br)cc1,549.527,5.67,5,0,77.51,5,5,Adenylyl Cyclase dimer C1-C2 domains,Inactive
T00838,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)COS(=O)(=O)c1ccc(Br)cc1,549.527,5.67,5,0,77.51,5,5,Adenylyl Cyclase dimer C1-C2 domains,Inactive
T00839,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(N)=O)C(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(N)=O)C(=O)O)c2ccc3ccccc3c21,3236.42599999999,-19.521,43,50,1604.43,105,6,Integrins,Active
T0083A,CCCNC(=O)Nc1cccc(-c2ccc(C[C@H](NC(=O)OCC(C)(C)C)C(=O)O)cc2)c1,455.555,4.322,4,4,116.76,9,2,Integrins,Active
T0083B,Cc1cc(Cl)cc(C(=O)Nc2cc(S(=O)(=O)c3ccc(Cl)cc3)ccc2Cl)c1O,470.761,6.082,4,2,83.47,4,3,"BCL-like/BAX,BAK",Active
T0083C,Cc1cc(Cl)cc(C(=O)Nc2cc(S(=O)(=O)c3ccc(Cl)cc3)ccc2Cl)c1O,470.761,6.082,4,2,83.47,4,3,"BCL-like/BAX,BAK",Active
T0083D,Cc1noc(C)c1S(=O)(=O)N[C@@H](CCC(=O)N1CCC2(CC1)C(=O)N(c1ccc(C(=N)N)cc1)C(=O)N2C)C(=O)O,589.631,-2.658,9,4,220.3,9,4,Integrins,Active
T0083E,Cc1noc(C)c1S(=O)(=O)N[C@@H](CCC(=O)N1CCC2(CC1)C(=O)N(c1ccc(C(=N)N)cc1)C(=O)N2C)C(=O)O,589.631,-2.658,9,4,220.3,9,4,Integrins,Active
T0083F,CCOc1cc(C(F)(F)F)nc(-c2ccc(N)cn2)n1,284.241,1.858,5,1,73.92,3,2,HIF-1a/p300,Inactive
T0083G,CC(C)n1cnc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc(Cl)cc2)C3)C(=O)O)c1,563.869,5.2,5,2,104.53,7,4,Integrins,Active
T0083H,Cc1cc(/C=C/C(=O)O)cc(C)c1NC(=O)c1cccc(NC(=N)N)c1,352.394,2.693,3,5,128.3,5,2,Integrins,Active
T0083I,Cc1cc(/C=C/C(=O)O)cc(C)c1NC(=O)c1cccc(NC(=N)N)c1,352.394,2.693,3,5,128.3,5,2,Integrins,Active
T0083J,Cc1cc(/C=C/C(=O)O)cc(C)c1NC(=O)c1cccc(NC(=N)N)c1,352.394,2.693,3,5,128.3,5,2,Integrins,Active
C101AC,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccccc2)nc1)C(F)(F)F,515.517,4.036,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
T0083K,Cc1ccnc(C)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,486.355,2.329,4,3,108.39,7,3,Integrins,Active
T0083L,Cc1ccnc(C)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,486.355,2.329,4,3,108.39,7,3,Integrins,Active
T0083Q,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)CCCCNC1=O,484.6,-1.744,8,6,170.85,5,2,Integrins,Active
T0083R,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)CCCCNC1=O,484.6,-1.744,8,6,170.85,5,2,Integrins,Active
T0083S,O=C(Nc1ccc(C[C@H](NC(=O)C2(Cc3ccccc3Cl)CCCC2)C(=O)O)cc1)c1c(Cl)cccc1Cl,573.904,6.89,3,3,95.5,9,4,Integrins,Active
T0083T,O=C(Nc1ccc(C[C@H](NC(=O)C2(Cc3ccccc3Cl)CCCC2)C(=O)O)cc1)c1c(Cl)cccc1Cl,573.904,6.89,3,3,95.5,9,4,Integrins,Active
T0083U,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)c2ncc(CCC(=O)O)s2)cc1,508.644,3.022,5,4,120.42,11,3,Integrins,Active
T0083V,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)c2ncc(CCC(=O)O)s2)cc1,508.644,3.022,5,4,120.42,11,3,Integrins,Active
T0083W,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CN)C(=O)O,715.766,-8.364,12,12,377.08,23,1,Integrins,Inactive
T0083X,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CN)C(=O)O,715.766,-8.364,12,12,377.08,23,1,Integrins,Inactive
T0083Y,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)c3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,626.201,7.215,5,1,87.54,11,5,"BCL-like/BAX,BAK",Inactive
T0083Z,COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,562.707,5.586,6,1,96.38,4,5,FKBP1A/FK506,Inactive
T00841,CC1(C)Oc2cc(OC(=O)c3cccc(OCc4ccccc4)c3)ccc2CC1O,404.462,5.115,5,1,64.99,5,4,HIF-1a/p300,Active
C001ZZ,c1cncc([C@@H]2CCCCN2)c1,162.236,1.249,2,1,24.92,1,2,MENIN/MLL,Inactive
C101AD,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccccc2)nc1)C(F)(F)F,515.517,4.036,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
T00842,C/C(=N\Nc1nc2ccc(Cl)cc2s1)c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,446.315,5.943,6,2,87.72,5,4,"BCL-like/BAX,BAK",Inactive
T00843,O=C(O)[C@H](Cc1ccc(N2C(=O)CCC2=O)cc1)NC(=O)[C@@H]1CCC(=O)N1Cc1ccccc1,463.49,0.884,5,2,124.09,8,4,Integrins,Active
T00844,O=C(O)[C@H](Cc1ccc(N2C(=O)CCC2=O)cc1)NC(=O)[C@@H]1CCC(=O)N1Cc1ccccc1,463.49,0.884,5,2,124.09,8,4,Integrins,Active
T00845,O=C(Nc1ccc(C[C@H](/N=c2/c(N3CCCCC3)c(O)c2=O)C(=O)O)cc1)c1c(Cl)cncc1Cl,517.369,1.486,7,3,132.19,7,4,Integrins,Active
T00846,O=C(Nc1ccc(C[C@H](/N=c2/c(N3CCCCC3)c(O)c2=O)C(=O)O)cc1)c1c(Cl)cncc1Cl,517.369,1.486,7,3,132.19,7,4,Integrins,Active
T00847,COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c2cc(Cl)c(NC(C)=O)c(Cl)c2)c2cccc(OCCN3CCOCC3)c2)cc1OC,778.752,5.247,10,1,132.94,15,5,FKBP1A/FK506,Active
T00848,Cc1c(C(=O)NCCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1Cc1ccccc1,465.535,3.3,6,4,150.63,8,3,Integrins,Active
T00849,Cc1c(C(=O)NCCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1Cc1ccccc1,465.535,3.3,6,4,150.63,8,3,Integrins,Active
T0084A,CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccccc2C(F)(F)F)cc1)C(=O)O,496.507,3.433,5,2,95.94,8,3,Integrins,Active
T0084B,CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccccc2C(F)(F)F)cc1)C(=O)O,496.507,3.433,5,2,95.94,8,3,Integrins,Active
T0084C,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1ccccc1,292.294,2.4,3,1,66.48,2,3,Integrins,Active
T0084D,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1ccccc1,292.294,2.4,3,1,66.48,2,3,Integrins,Active
T0084E,CC(C)(CC(=O)O)Cc1nc(CCCc2ccc3c(n2)NCCC3)no1,358.442,2.986,6,2,101.14,8,3,Integrins,Inactive
T0084F,CC(C)(CC(=O)O)Cc1nc(CCCc2ccc3c(n2)NCCC3)no1,358.442,2.986,6,2,101.14,8,3,Integrins,Inactive
T0084G,O=C1c2ccccc2C(OC/C=C\CO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,464.905,4.985,5,1,92.91,8,4,P53/HDM2,Active
T0084H,COc1ccc(C(CC(=O)O)Cc2csc(CCCc3ccc4c(n3)NCCN4C)n2)cn1,467.595,2.888,8,2,100.47,10,4,Integrins,Active
T0084I,Cc1ccc(SCC(=O)N2CCOCC2)cc1,251.351,1.85,3,0,29.54,3,2,FKBP1A/FK506,Inactive
P0007L,CCC(=O)N1CC(N2CCN(C(=O)CNc3cc(Cl)c(Cl)cc3O)CC2)C1,415.321,1.614,5,2,76.12,5,3,KRAS/SOS1,Active
T0084J,Cc1cn(C[C@@H](CC(=O)O)NC(=O)OCc2ccccc2)c(=O)nc1N1CCC(CNc2ncccn2)CC1,535.605,3.855,10,3,151.57,11,4,Integrins,Active
T0084K,COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c2ccnc(C)n2)c2cccc(OCC(=O)O)c2)cc1OC,613.689,2.789,10,1,154.45,13,4,FKBP1A/FK506,Active
T0084L,COc1cc(NS(=O)(=O)c2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc2)nc(OC)n1,513.359,4.333,8,2,128.74,9,3,Integrins,Inactive
T0084M,COc1ccc2c(Sc3ccc(C(=O)O)cc3)c3ccoc3nc2c1,351.383,4.621,5,1,72.56,4,4,HIF-1a/p300,Inactive
T0084O,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2cnc(C(=O)O)cn2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,658.648,5.493,6,1,117.53,9,5,P53/HDM2,Active
T0084P,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](OC/C=C/c4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,908.183,5.937,12,2,167.36,10,5,FKBP1A/FK506,Active
T0084R,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCOCC2)C(=O)O)cc1,553.633,3.537,7,2,128.23,10,4,Integrins,Active
T0084S,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCOCC2)C(=O)O)cc1,553.633,3.537,7,2,128.23,10,4,Integrins,Active
T0084T,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCOCC2)C(=O)O)cc1,553.633,3.537,7,2,128.23,10,4,Integrins,Active
T0084U,N=C(N)NC(=N)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,313.205,3.411,2,5,97.78,1,1,Integrins,Inactive
T0084V,C=CCOc1nc(-c2ccc(N)cn2)nc(C)c1Cl,276.727,1.973,5,1,73.92,4,2,HIF-1a/p300,Inactive
T0084W,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,685.269,6.158,7,2,122.79,14,5,"BCL-like/BAX,BAK",Active
T0084X,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,685.269,6.158,7,2,122.79,14,5,"BCL-like/BAX,BAK",Active
T0084Y,CCN(CC)c1ncc(N(CC)C(=O)N2CCOCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,583.69,0.347000000000001,9,2,140.67,11,4,Integrins,Active
T0084Z,CCN(CC)c1ncc(N(CC)C(=O)N2CCOCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,583.69,0.347000000000001,9,2,140.67,11,4,Integrins,Active
T00850,CCN(CC)c1ncc(N(CC)C(=O)N2CCOCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,583.69,0.347000000000001,9,2,140.67,11,4,Integrins,Active
T00851,N#Cc1cncc(C(CC(=O)O)n2ccc3cc(OCCc4ccc5c(n4)NCCC5)ccc32)c1,467.529,3.501,7,2,113.06,8,5,Integrins,Active
T00852,C=CCOc1nc(-c2ccc(NC(=O)CCl)cn2)nc(C)c1Cl,353.209,2.281,5,1,77.0,6,2,HIF-1a/p300,Active
T00853,O=C(NC[C@H]1CN(c2ccc(N3CCC(C(=O)O)CC3)cc2)C(=O)O1)c1ccc(Cl)c(-c2noc(=O)[nH]2)c1,541.948,3.413,8,3,158.07,7,5,Integrins,Inactive
T00854,O=C(NC[C@H]1CN(c2ccc(N3CCC(C(=O)O)CC3)cc2)C(=O)O1)c1ccc(Cl)c(-c2noc(=O)[nH]2)c1,541.948,3.413,8,3,158.07,7,5,Integrins,Inactive
T00855,O=C(NS(=O)(=O)c1ccc(COc2ccccc2)cc1)c1ccc(-c2cc(Cl)cc(Cl)c2)cc1,512.414,7.283,4,1,72.47,7,4,"BCL-like/BAX,BAK",Active
T00856,Cc1ccc(-c2ccc(OCC(=O)N3CCOCC3)cc2)cc1,311.381,3.228,3,0,38.77,4,3,FKBP1A/FK506,Inactive
T00857,O=C(O)C[C@H](NC(=O)CNC(=O)c1cccc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O,568.812,2.568,8,7,172.38,8,3,Integrins,Active
T00858,O=C(O)C[C@@H](NC(=O)CNC(=O)c1cccc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O,568.812,2.568,8,7,172.38,8,3,Integrins,Active
C101AE,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NC2CCCCC2)nc1)C(F)(F)F,521.565,4.298,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
T00859,O=C(O)C[C@@H](NC(=O)CNC(=O)c1cccc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O,568.812,2.568,8,7,172.38,8,3,Integrins,Active
T0085A,CC(C)C[C@@H]1NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,602.671,-2.536,9,9,284.5,9,1,Integrins,Active
T0085B,CC(C)C[C@@H]1NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,602.671,-2.536,9,9,284.5,9,1,Integrins,Active
T0085C,CC(C)C[C@H]1NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,602.671,-2.536,9,9,284.5,9,1,Integrins,Active
T0085D,CC(C)C[C@H]1NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,602.671,-2.536,9,9,284.5,9,1,Integrins,Active
T0085E,CC(C)c1coc(-c2cc(CC3CCCCC3)c(-c3nc(C(C)C)co3)nn2)n1,394.519,5.01,6,0,77.84,6,4,"BCL-like/BAX,BAK",Active
C101AF,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NC2CCCCC2)nc1)C(F)(F)F,521.565,4.298,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
T0085F,N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,671.563,0.444000000000001,8,3,172.8,10,5,Integrins,Active
C003WZ,O=C1c2ccccc2C(NCC(O)c2ccc(O)cc2)(c2ccccc2)N1Cc1ccccc1,450.538,5.082,4,3,72.8,7,5,P53/HDM2,Inactive
T0085G,N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,671.563,0.444000000000001,8,3,172.8,10,5,Integrins,Active
T0085H,Cc1ccccc1-c1cnc(N(C)C2CCC2)nc1N[C@@H](Cc1ccc(OC(=O)N(C)C)cc1)C(=O)O,503.603,3.072,7,2,107.89,9,4,Integrins,Active
T00862,COc1cccc(OC)c1-c1ccc(CC(NC(=O)c2ccccc2)C(=O)O)cc1,405.45,4.55,4,2,84.86,8,3,Integrins,Active
T0085I,Cc1ccccc1-c1cnc(N(C)C2CCC2)nc1N[C@@H](Cc1ccc(OC(=O)N(C)C)cc1)C(=O)O,503.603,3.072,7,2,107.89,9,4,Integrins,Active
T0085J,O=C(Nc1ccc(C[C@H](/N=c2\c(O)c(O)\c2=N/CCC(F)(F)F)C(=O)O)cc1)c1c(Cl)cncc1Cl,545.301,1.61,7,4,144.47,8,3,Integrins,Active
T0085K,O=C(Nc1ccc(C[C@H](/N=c2\c(O)c(O)\c2=N/CCC(F)(F)F)C(=O)O)cc1)c1c(Cl)cncc1Cl,545.301,1.61,7,4,144.47,8,3,Integrins,Active
T0085L,COc1ccnc(NC[C@@H]2C[C@@H](OCC(=O)NC[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)CN2C(=O)CC(C)(C)C)c1,611.74,1.688,8,4,159.19,13,3,Integrins,Inactive
